"","CustomerID","Region","TownSize","Gender","Age","EducationYears","JobCategory","UnionMember","EmploymentLength","Retired","HHIncome","DebtToIncomeRatio","CreditDebt","OtherDebt","LoanDefault","MaritalStatus","HouseholdSize","NumberPets","HomeOwner","CarsOwned","CommuteTime","PoliticalPartyMem","Votes","CreditCard","CardTenure","CardSpendMonth"
"773","3762-YCXKVW-E8F",1,2,"Female",32,22,"Crafts","Yes",3,"No",46000,6.2,1.220656,1.631344,"No","Unmarried",1,9,1,2,20,"Yes","No","Disc",15,3855.9
"774","4437-BZJUWE-2IM",2,1,"Female",42,15,"Sales","No",5,"No",73000,9.9,3.967623,3.259377,"No","Married",4,0,1,6,19,"No","Yes","Mast",15,3523.1
"775","7803-BRQTCG-6NW",5,5,"Male",19,14,"Crafts","Yes",0,"No",20000,21.8,1.12924,3.23076,"Yes","Unmarried",1,2,0,2,33,"No","Yes","Visa",1,2913
"776","1615-ZJOTGT-YBL",4,5,"Female",25,18,"Sales","No",0,"No",36000,17.9,4.130604,2.313396,"Yes","Married",7,8,1,1,26,"Yes","Yes","Othe",3,3070.1
"777","6852-NKPDUN-XBN",3,5,"Female",62,12,"Labor","No",20,"No",131000,1.6,0.249424,1.846576,"No","Married",4,0,1,3,37,"No","Yes","AMEX",20,4074.3
"778","5101-LRRQUO-FFJ",1,1,"Male",25,17,"Labor","No",1,"No",40000,10.5,0.8358,3.3642,"No","Married",3,12,1,1,21,"No","No","AMEX",7,3591.3
"779","0012-CIVYLF-839",4,5,"Male",40,12,"Labor","No",9,"No",63000,25.1,3.542112,12.270888,"Yes","Married",2,0,1,5,35,"No","No","Disc",17,6335.3
"780","0338-OTHZDL-0PC",1,3,"Female",49,18,"Professional","No",5,"No",73000,24.9,6.743667,11.433333,"Yes","Unmarried",1,0,1,2,28,"No","Yes","Disc",32,2311.6
"781","5520-FWQJTG-3CN",4,4,"Male",23,14,"Service","Yes",2,"No",61000,23.4,6.56604,7.70796,"Yes","Married",4,1,1,3,42,"Yes","Yes","Disc",5,2535
"782","4543-FDRXDN-QX7",3,1,"Male",68,12,"Professional","Yes",9,"No",24000,13.8,1.5732,1.7388,"No","Married",2,9,0,2,22,"No","Yes","Disc",30,1598.5
"783","4829-WGDNNX-2JM",2,1,"Male",52,14,"Sales","No",3,"No",41000,8.5,1.6031,1.8819,"No","Unmarried",1,1,0,2,10,"Yes","No","Mast",4,3803.7
"784","1430-CTJLTM-5MW",5,2,"Female",27,19,"Sales","Yes",1,"No",25000,4.3,0.3956,0.6794,"No","Married",2,11,0,2,21,"Yes","No","Mast",5,2256.3
"785","2588-HQCQXV-7IE",1,2,"Male",26,13,"Service","No",4,"No",15000,7,0.12075,0.92925,"No","Unmarried",3,4,1,2,22,"Yes","Yes","Disc",6,2833.9
"786","2751-ZODYWM-XHG",1,3,"Male",22,16,"Sales","No",0,"No",20000,3.9,0.09594,0.68406,"Yes","Unmarried",1,5,1,1,26,"Yes","No","AMEX",3,2331.5
"787","6875-OCAMBG-ZAB",5,2,"Female",19,14,"Labor","Yes",0,"No",29000,9.5,0.443555,2.311445,"No","Married",5,11,1,5,31,"No","No","Visa",1,4948.7
"788","1718-WHRWCQ-2Z0",5,2,"Male",46,19,"Labor","No",10,"No",62000,4.4,0.360096,2.367904,"No","Married",4,1,1,2,30,"No","No","AMEX",18,2645.2
"789","0763-HXUDUB-OK5",5,4,"Female",38,19,"Service","No",12,"No",34000,17.2,3.77196,2.07604,"No","Unmarried",1,0,1,0,34,"No","Yes","AMEX",14,9160.9
"790","3741-GGDHKM-YV4",4,3,"Female",34,17,"Professional","No",3,"No",22000,18.5,0.63492,3.43508,"Yes","Married",3,2,1,1,20,"Yes","No","Mast",8,1366
"791","0767-WALDEM-APK",1,1,"Male",76,13,"Sales","No",6,"No",36000,4.8,0.374976,1.353024,"No","Married",2,8,1,4,28,"No","Yes","Visa",29,1756.9
"792","3284-UVIPBC-CIW",1,3,"Male",21,12,"Professional","Yes",0,"No",24000,15.7,1.435608,2.332392,"Yes","Married",4,3,1,2,16,"Yes","No","AMEX",3,1540.8
"793","8202-EKJFVH-DLL",2,3,"Male",28,9,"Sales","No",1,"No",18000,6.8,0.742968,0.481032,"Yes","Married",5,0,1,1,22,"No","No","AMEX",10,3214.9
"794","2275-GGGVFT-P1J",1,1,"Male",40,10,"Sales","No",1,"No",28000,17.2,1.78192,3.03408,"No","Married",3,3,1,2,20,"Yes","Yes","Visa",22,1669.4
"795","5716-TNGOCC-IXC",3,1,"Male",42,13,"Labor","No",18,"No",78000,4.5,0.47736,3.03264,"No","Married",3,1,1,3,19,"Yes","Yes","Disc",14,2259.3
"796","0773-HYFHXL-SMH",3,5,"Female",51,15,"Crafts","Yes",11,"No",40000,4.8,0.9312,0.9888,"No","Married",2,7,0,3,34,"No","Yes","Disc",33,2415.8
"797","5342-JMJMEK-CXQ",3,1,"Female",65,13,"Sales","No",12,"Yes",14000,8.6,0.235984,0.968016,"No","Unmarried",1,3,0,1,22,"Yes","No","Othe",38,683.4
"798","9953-IKWKOC-PRS",4,1,"Male",47,14,"Labor","No",18,"No",78000,4.6,1.341912,2.246088,"No","Married",4,2,1,1,23,"Yes","Yes","AMEX",15,5207.6
"799","1758-VKWGFT-E0C",4,1,"Male",35,14,"Professional","No",6,"No",48000,16.4,2.99136,4.88064,"No","Married",5,0,1,0,25,"No","Yes","Mast",9,1099.4
"800","6460-XYMZQS-PTJ",1,1,"Male",55,12,"Crafts","No",29,"No",99000,10.9,0.874071,9.916929,"No","Unmarried",1,2,1,0,30,"No","Yes","AMEX",28,5475.9
"801","4829-AYTAEZ-WSB",5,5,"Female",47,16,"Sales","No",4,"No",80000,6.3,2.83248,2.20752,"No","Married",2,4,1,2,26,"No","Yes","Disc",24,2190.3
"802","9405-KXWFIF-IS6",4,1,"Male",77,15,"Labor","No",25,"Yes",29000,12.8,1.7632,1.9488,"No","Unmarried",1,10,1,2,25,"No","No","Disc",39,3716.3
"803","1919-FGOSCT-2KH",4,5,"Male",25,16,"Agriculture","No",2,"No",32000,16.3,1.116224,4.099776,"No","Unmarried",1,2,1,4,37,"No","Yes","AMEX",7,4779.2
"804","9478-RUICRR-T7Y",1,3,"Male",30,14,"Sales","No",2,"No",24000,7.2,0.779328,0.948672,"No","Unmarried",2,8,1,0,27,"No","Yes","AMEX",12,12140.3
"805","9907-UPFRPP-XA8",4,4,"Male",60,12,"Professional","No",9,"No",41000,3.7,0.6068,0.9102,"No","Unmarried",1,3,1,1,25,"Yes","No","Visa",15,2034.2
"806","1909-YIZFUV-XCH",3,3,"Male",64,14,"Agriculture","Yes",22,"No",83000,9.6,0.95616,7.01184,"No","Unmarried",1,11,1,3,22,"No","No","AMEX",25,4326.6
"807","6053-IPKVND-VMM",2,4,"Male",25,13,"Service","No",4,"No",17000,12.4,0.522784,1.585216,"No","Married",7,2,1,2,26,"No","Yes","Disc",1,2278.5
"808","3409-ZWUANC-2BC",4,1,"Male",24,19,"Sales","No",0,"No",22000,10.8,0.311256,2.064744,"No","Unmarried",1,2,1,2,28,"No","Yes","Disc",4,2624.5
"809","2641-SAADER-H8I",4,1,"Female",18,13,"Labor","No",0,"No",16000,11.7,0.050544,1.821456,"No","Unmarried",1,8,0,2,28,"No","Yes","Disc",0,490.5
"810","2815-MCDWEZ-XTS",1,2,"Female",52,13,"Sales","No",5,"No",33000,5.6,0.48972,1.35828,"No","Unmarried",1,0,1,4,31,"No","Yes","Visa",8,2135.7
"811","5049-XCENKP-SC4",4,3,"Male",48,14,"Sales","Yes",4,"No",29000,2.8,0.064148,0.747852,"No","Unmarried",1,0,1,2,29,"No","Yes","Visa",9,2191
"812","7562-JWQIDV-ZJJ",2,3,"Male",51,17,"Sales","No",2,"No",84000,10.6,3.721872,5.182128,"Yes","Unmarried",1,10,1,3,30,"Yes","Yes","Mast",19,3644.1
"813","7186-WTDJGD-F2K",4,3,"Female",27,15,"Agriculture","No",3,"No",20000,5.6,0.5264,0.5936,"No","Unmarried",3,3,1,2,23,"No","No","Disc",5,145.1
"814","1186-FFWZON-B0L",2,3,"Female",54,10,"Sales","No",8,"No",41000,1.1,0.177243,0.273757,"No","Unmarried",1,0,1,2,23,"No","No","Mast",14,1471.7
"815","3922-ZTHYIP-N42",5,5,"Male",56,17,"Sales","No",10,"No",113000,5.9,2.300115,4.366885,"No","Unmarried",1,0,1,1,36,"No","No","Disc",25,2301.2
"816","9874-OYPBRP-30S",4,1,"Female",36,13,"Service","No",11,"No",42000,3.1,0.24087,1.06113,"No","Married",4,9,1,2,23,"No","Yes","Disc",18,1247.3
"817","7042-XUPZNS-LII",5,4,"Male",65,14,"Sales","No",13,"No",76000,8.9,1.068712,5.695288,"No","Married",3,1,1,2,36,"No","No","AMEX",24,5210.3
"818","2602-GARLID-YZ3",3,4,"Male",46,13,"Professional","No",12,"No",91000,10.9,0.823277,9.095723,"No","Unmarried",1,0,1,3,31,"Yes","No","AMEX",13,9081.5
"819","2141-TPXJMS-MEJ",2,1,"Male",72,11,"Service","No",27,"Yes",38000,14.7,1.212162,4.373838,"No","Married",2,9,0,4,19,"Yes","No","AMEX",31,3680.6
"820","7983-HKLXGL-UZO",3,1,"Female",66,13,"Professional","No",25,"No",167000,11.5,5.95355,13.25145,"No","Unmarried",1,9,1,2,28,"Yes","Yes","Visa",22,1520.9
"821","3354-UMLLON-FEB",1,2,"Female",65,20,"Professional","No",12,"No",143000,3.2,1.931072,2.644928,"No","Married",2,2,0,1,22,"Yes","Yes","Disc",38,2079.9
"822","9440-EMPBYW-Y32",2,1,"Male",79,9,"Labor","No",37,"Yes",27000,3.8,0.151848,0.874152,"No","Married",2,0,0,0,17,"No","No","Visa",33,1684.3
"823","8278-ZKAUGN-EID",5,4,"Female",74,8,"Sales","No",3,"No",21000,9.3,0.373023,1.579977,"No","Married",2,1,0,2,30,"Yes","Yes","Othe",18,2665.1
"824","2442-GRDDMK-0WR",1,1,"Male",42,10,"Professional","No",4,"No",57000,21.7,8.398551,3.970449,"Yes","Married",2,1,1,1,16,"Yes","Yes","AMEX",3,4070.9
"825","3912-MKLRVC-NNW",1,1,"Female",21,14,"Labor","No",1,"No",20000,17.5,0.4515,3.0485,"Yes","Married",5,6,0,1,25,"No","Yes","Visa",2,483.8
"826","2619-CCKAFO-AJU",3,1,"Female",65,12,"Service","No",20,"Yes",11000,2.9,0.173536,0.145464,"No","Married",2,9,0,4,21,"No","No","Mast",30,1537.6
"827","4523-CZLDHQ-F6P",5,5,"Male",76,14,"Sales","No",17,"Yes",22000,5.9,0.796972,0.501028,"No","Married",2,7,1,1,30,"No","Yes","Visa",33,1907.1
"828","6663-JLIULF-CGK",4,5,"Female",40,12,"Sales","No",3,"No",30000,11.3,1.36617,2.02383,"No","Married",2,4,1,5,46,"No","Yes","Mast",20,3824.4
"829","5950-FEHITD-TVN",3,1,"Female",24,12,"Professional","No",2,"No",19000,21.8,0.791122,3.350878,"No","Married",3,0,0,2,27,"No","No","Visa",4,2901.4
"830","3022-QGLIBG-Y5M",3,2,"Female",78,9,"Sales","No",13,"No",25000,11.6,0.6554,2.2446,"No","Unmarried",1,0,0,2,16,"No","No","Mast",29,4048.5
"831","0115-BGCJZG-B08",3,2,"Female",35,17,"Agriculture","No",8,"No",59000,5.9,1.260122,2.220878,"No","Unmarried",2,0,0,1,23,"Yes","No","Visa",13,2046.9
"832","6514-SXICCV-327",4,5,"Male",45,10,"Service","Yes",11,"No",51000,14.2,1.607724,5.634276,"No","Married",2,10,1,4,34,"Yes","No","Mast",20,2708.7
"833","8840-BUPLQG-AC2",4,3,"Male",68,12,"Labor","Yes",23,"Yes",16000,25.7,0.14392,3.96808,"No","Unmarried",1,0,0,3,25,"Yes","Yes","Mast",37,2673.2
"834","3416-EFSFKO-9V8",4,1,"Female",68,14,"Professional","No",5,"No",74000,7.3,0.172864,5.229136,"No","Unmarried",1,1,1,2,17,"No","Yes","Mast",9,2733
"835","8399-DFHIXN-C78",5,3,"Male",31,15,"Sales","No",1,"No",56000,4.4,0.532224,1.931776,"No","Unmarried",1,3,1,1,25,"Yes","Yes","AMEX",2,6287.2
"836","7273-DIUGIG-ZUR",3,5,"Female",43,13,"Sales","No",5,"No",32000,21.2,1.343232,5.440768,"Yes","Unmarried",1,0,1,2,34,"No","No","Othe",19,1564.1
"837","9979-YOPGLE-VN1",3,3,"Male",78,11,"Sales","No",14,"Yes",17000,4.5,0.319005,0.445995,"No","Married",2,0,0,3,33,"No","No","AMEX",27,5446.1
"838","5379-EZKLUJ-ACJ",5,5,"Female",42,13,"Sales","No",6,"No",39000,8.3,1.476072,1.760928,"Yes","Married",2,1,1,3,37,"No","Yes","Othe",16,2230.4
"839","4860-RNWLDP-MC8",2,2,"Female",70,14,"Sales","No",8,"No",38000,17.4,3.067968,3.544032,"No","Unmarried",1,0,0,0,19,"Yes","Yes","Visa",4,3383.6
"840","4201-NGKFVP-LEL",3,3,"Male",47,17,"Sales","No",1,"No",34000,8.5,0.99994,1.89006,"No","Married",2,0,1,0,23,"Yes","No","Mast",23,5588.4
"841","8598-USALTF-08H",4,4,"Male",55,20,"Professional","No",12,"No",25000,7.3,0.479975,1.345025,"No","Married",2,7,1,1,24,"Yes","Yes","Visa",26,4250.3
"842","6412-ALYEFT-RQ6",5,4,"Male",18,13,"Sales","No",0,"No",15000,15.6,0.44928,1.89072,"Yes","Unmarried",5,1,0,2,28,"Yes","No","Visa",0,4247.5
"843","9247-MPRRQJ-M3H",1,1,"Male",23,15,"Sales","No",0,"No",21000,7.2,0.749952,0.762048,"No","Unmarried",3,0,1,1,18,"No","No","Disc",5,3197.6
"844","2975-LHBSWI-5KT",2,5,"Female",26,12,"Sales","Yes",2,"No",30000,12.1,0.36663,3.26337,"No","Unmarried",1,7,0,0,25,"No","Yes","Visa",8,5266.4
"845","2553-FRAOFI-SZX",5,3,"Male",25,14,"Service","No",2,"No",27000,10.3,1.215297,1.565703,"Yes","Unmarried",1,5,0,2,25,"Yes","Yes","AMEX",4,11036.5
"846","1074-ITVHJW-E23",5,5,"Female",26,12,"Agriculture","No",5,"No",23000,3.4,0.037536,0.744464,"No","Married",6,0,1,1,22,"No","No","Disc",9,1481.4
"847","1233-HYIQUW-R97",5,5,"Female",73,7,"Professional","No",9,"No",25000,10.7,0.676775,1.998225,"No","Unmarried",1,4,0,2,29,"Yes","Yes","Mast",16,4069.3
"848","1585-LMTCZT-US5",3,1,"Female",63,17,"Professional","No",12,"No",59000,10.4,0.871312,5.264688,"No","Unmarried",1,0,1,2,21,"No","Yes","Visa",12,1192.1
"849","9621-YAXANT-7FF",4,3,"Female",57,21,"Professional","No",5,"Yes",19000,9.2,0.354844,1.393156,"No","Unmarried",1,0,0,0,22,"No","Yes","Disc",15,4356.5
"850","5390-QYNMKM-GIT",4,4,"Female",24,15,"Service","No",1,"No",19000,4,0.32528,0.43472,"Yes","Married",5,6,0,2,31,"Yes","Yes","Visa",1,773.2
"851","2580-QKFVLS-05A",5,3,"Female",76,11,"Sales","No",23,"No",40000,6.9,1.66704,1.09296,"No","Unmarried",1,0,1,2,29,"No","No","Mast",38,4220.3
"852","0615-TRETYC-4JU",3,2,"Female",65,20,"Labor","No",11,"No",172000,10.3,12.029164,5.686836,"No","Unmarried",1,4,1,1,27,"No","No","AMEX",28,5930.2
"853","1967-XURQTC-517",5,1,"Female",54,8,"Crafts","No",25,"No",85000,7.4,0.5032,5.7868,"No","Married",2,6,1,4,18,"No","No","Visa",26,5101.4
"854","9550-BYTUWR-QG4",5,4,"Male",19,14,"Sales","No",0,"No",25000,9.9,0.923175,1.551825,"No","Married",4,2,0,3,29,"No","No","Disc",1,2898.5
"855","1495-PIDPIA-2Y8",5,5,"Female",26,14,"Labor","No",2,"No",24000,13.7,0.417576,2.870424,"Yes","Unmarried",3,0,1,1,33,"Yes","Yes","AMEX",1,11522
"856","2038-OVSVLN-8NO",2,2,"Female",22,17,"Professional","No",0,"No",20000,8.4,0.7056,0.9744,"Yes","Unmarried",1,5,0,0,21,"Yes","No","Mast",4,2557.8
"857","2329-BWHBBG-KOB",3,2,"Female",45,16,"Sales","No",3,"No",51000,10.9,3.518847,2.040153,"No","Married",3,0,0,2,20,"Yes","No","AMEX",20,6176.3
"858","1613-GNANGZ-9A1",5,5,"Female",66,13,"Sales","No",3,"No",36000,8.9,1.038096,2.165904,"No","Unmarried",1,1,0,2,29,"Yes","Yes","Disc",11,683.9
"859","9169-WRICRN-Y45",3,3,"Female",74,14,"Sales","No",7,"No",20000,11.3,0.77744,1.48256,"No","Unmarried",1,8,1,4,27,"No","No","Mast",23,1665.8
"860","8547-RLCZHH-HZ6",3,2,"Male",49,9,"Sales","No",4,"No",45000,2.8,0.36288,0.89712,"No","Married",3,0,1,3,12,"Yes","No","Mast",31,1835.1
"861","0394-MDULKL-PC7",4,1,"Male",37,17,"Sales","No",1,"No",60000,20.4,4.1004,8.1396,"Yes","Married",3,5,0,3,25,"Yes","Yes","Disc",16,2281.7
"862","9963-LIXPAS-PYV",5,5,"Female",25,10,"Service","No",3,"No",22000,24.8,2.176944,3.279056,"Yes","Married",3,4,1,2,30,"Yes","No","AMEX",6,2037.9
"863","7870-VOETWJ-7XW",1,2,"Female",43,20,"Agriculture","No",14,"No",134000,10.8,4.385016,10.086984,"No","Married",2,5,1,3,24,"Yes","Yes","AMEX",10,4889.7
"864","5913-VZNLLP-INS",5,5,"Female",51,15,"Sales","No",7,"No",33000,23.1,2.568951,5.054049,"Yes","Married",2,1,1,4,22,"Yes","No","Mast",32,2118.1
"865","3849-BYRQMO-XT2",5,3,"Male",44,19,"Service","No",10,"No",35000,10.9,1.972355,1.842645,"No","Unmarried",1,0,1,4,31,"No","No","Visa",26,3143.1
"866","2237-XTNODS-GUM",3,1,"Male",63,18,"Labor","No",24,"No",130000,12.6,6.35544,10.02456,"No","Unmarried",1,1,1,3,19,"No","No","Disc",21,1454.5
"867","1388-XGLTIZ-04L",4,3,"Male",21,16,"Agriculture","No",0,"No",38000,5.5,1.44628,0.64372,"No","Married",4,0,1,3,17,"No","No","Mast",3,3550.9
"868","0407-SLTYDQ-NGJ",5,2,"Male",19,12,"Agriculture","Yes",0,"No",24000,14.1,1.65816,1.72584,"Yes","Unmarried",1,8,1,0,19,"No","Yes","Disc",1,538.4
"869","3279-UIFXHV-NMT",3,2,"Male",50,15,"Sales","No",4,"No",34000,12.1,1.941808,2.172192,"No","Married",4,4,0,2,17,"No","No","Visa",26,1580.6
"870","3518-TYPNAR-I9S",2,3,"Male",48,20,"Sales","No",3,"No",226000,12.7,6.056122,22.645878,"Yes","Married",2,1,1,2,32,"Yes","Yes","AMEX",21,9832.7
"871","9700-ABSJSP-IP3",1,4,"Female",67,9,"Professional","Yes",13,"No",96000,2.2,1.560768,0.551232,"No","Married",2,8,1,1,33,"Yes","Yes","Mast",10,2661.2
"872","7524-LLKYHT-GPQ",2,1,"Female",30,13,"Labor","No",7,"No",16000,9.3,0.857088,0.630912,"No","Married",2,1,1,4,21,"Yes","Yes","Mast",12,3115.4
"873","0850-WTYIMC-UY6",3,3,"Male",36,20,"Service","No",1,"No",37000,8.2,0.04551,2.98849,"No","Married",2,3,1,5,24,"No","Yes","Disc",11,3413
"874","4820-VWUAEL-KWD",5,5,"Male",63,12,"Sales","No",4,"No",33000,2.1,0.099792,0.593208,"No","Married",2,2,1,1,34,"No","Yes","Mast",5,3552.1
"875","8473-QOGKST-OJ6",4,4,"Male",24,14,"Professional","No",1,"No",29000,11.9,2.03609,1.41491,"Yes","Unmarried",3,1,0,3,26,"No","No","Othe",3,2473.6
"876","9868-IKITYD-74T",5,5,"Female",79,22,"Professional","Yes",24,"Yes",24000,12.8,0.03072,3.04128,"No","Unmarried",1,1,1,1,28,"No","No","AMEX",40,1766.4
"877","0892-QAHLNV-LH8",4,2,"Female",24,19,"Sales","No",0,"No",24000,2.8,0.1848,0.4872,"No","Married",4,0,1,2,18,"No","Yes","Disc",6,3464
"878","5125-QIFIIR-412",4,3,"Female",20,15,"Professional","No",0,"No",32000,6.6,1.269312,0.842688,"No","Married",4,0,1,0,21,"Yes","Yes","Mast",2,4763.3
"879","2032-UQNDRB-U3N",1,1,"Female",63,10,"Sales","No",4,"No",30000,14.4,1.67616,2.64384,"Yes","Married",4,6,0,2,26,"Yes","Yes","Mast",14,2085.4
"880","2444-DHVREZ-TG5",1,1,"Female",63,16,"Crafts","Yes",23,"Yes",42000,5.2,0.1092,2.0748,"No","Married",2,0,0,1,36,"Yes","Yes","Mast",24,2712.6
"881","3122-NPGVOK-DU7",5,4,"Male",35,12,"Professional","No",2,"No",24000,7.8,0.778752,1.093248,"No","Married",4,1,0,3,30,"No","No","AMEX",17,11277.9
"882","7824-CUQZCR-J8J",2,2,"Male",29,9,"Crafts","No",7,"No",20000,4.4,0.35464,0.52536,"No","Unmarried",2,0,0,0,18,"Yes","Yes","Mast",8,2648.1
"883","9732-PWXJZD-D81",3,1,"Male",39,12,"Labor","Yes",9,"No",43000,7.7,0.837683,2.473317,"No","Married",5,0,1,4,27,"Yes","No","AMEX",13,16588.8
"884","4852-ZMXTZD-J4J",5,4,"Female",55,12,"Service","No",17,"No",79000,28,2.47744,19.64256,"No","Married",5,0,1,2,33,"Yes","Yes","Disc",15,11836.8
"885","2026-KBWZMU-YRV",5,5,"Male",38,17,"Sales","No",1,"No",59000,2.3,0.036639,1.320361,"No","Unmarried",1,3,1,3,27,"No","Yes","Disc",5,3752.3
"886","6604-OFIMTB-7TA",1,2,"Female",48,12,"Labor","No",14,"No",36000,19.1,0.811368,6.064632,"No","Unmarried",1,0,1,3,23,"No","No","Mast",14,1270.5
"887","4383-TTOEJO-CTF",1,1,"Male",36,14,"Professional","No",4,"No",56000,7.8,3.179904,1.188096,"Yes","Unmarried",2,3,0,2,24,"No","Yes","Disc",18,3869.4
"888","7973-GHORKA-MFC",4,1,"Female",79,9,"Labor","No",34,"Yes",18000,12.3,1.337256,0.876744,"No","Unmarried",1,2,1,1,27,"Yes","Yes","Mast",13,5340.5
"889","7247-KCAQED-KLS",5,3,"Female",71,15,"Sales","Yes",4,"No",39000,2.2,0.36465,0.49335,"No","Unmarried",1,2,0,1,27,"Yes","Yes","Mast",36,2510.3
"890","0393-WICKKS-RI4",2,2,"Male",26,13,"Sales","No",2,"No",52000,7.8,1.35876,2.69724,"No","Married",5,3,1,2,23,"Yes","No","Visa",8,1767.3
"891","2953-GMBCDJ-218",3,3,"Female",37,13,"Professional","No",5,"No",24000,11.6,1.007808,1.776192,"No","Unmarried",3,0,0,3,20,"No","No","AMEX",18,3087.5
"892","8138-NYSLTE-OQN",3,3,"Female",51,12,"Professional","Yes",7,"No",42000,14,0.55272,5.32728,"No","Unmarried",3,0,0,3,19,"Yes","No","Mast",10,5633.5
"893","9507-CHXZEA-FPB",2,1,"Female",62,16,"Professional","No",13,"No",64000,2.6,0.752128,0.911872,"No","Married",2,6,1,4,16,"No","Yes","Disc",18,4004.8
"894","7723-DKUCJS-J2W",3,1,"Female",28,19,"Agriculture","No",3,"No",61000,5,1.46095,1.58905,"Yes","Married",7,3,1,2,31,"No","Yes","AMEX",9,3589.3
"895","0837-BDITSL-N6A",5,3,"Female",53,9,"Crafts","No",30,"No",141000,8.4,4.453344,7.390656,"No","Unmarried",1,3,1,0,31,"No","Yes","Disc",24,2170.8
"896","7374-FODUTL-VSI",2,2,"Female",62,17,"Sales","No",4,"No",60000,11.6,2.52648,4.43352,"No","Unmarried",1,0,0,4,29,"Yes","Yes","Mast",12,2229.1
"897","5110-WHLWIT-LZ9",3,4,"Male",32,11,"Professional","No",2,"No",32000,11.7,0.554112,3.189888,"No","Married",2,0,1,1,30,"No","Yes","AMEX",8,2329.1
"898","2160-NYPZTX-5N1",2,5,"Female",50,12,"Labor","No",17,"No",86000,12.7,4.64185,6.28015,"Yes","Married",2,0,0,3,34,"No","Yes","AMEX",32,6308.1
"899","6585-JUWMXV-8BJ",1,2,"Female",25,18,"Sales","No",0,"No",13000,1.8,0.116064,0.117936,"No","Married",5,0,0,2,24,"No","No","Disc",7,408.3
"900","3416-IWMXRH-2DM",5,1,"Female",70,18,"Crafts","Yes",22,"No",150000,2.2,2.4057,0.8943,"No","Married",2,0,1,2,19,"No","Yes","Disc",39,2472.1
"901","3115-MKOQGP-9MK",2,2,"Female",67,22,"Sales","No",6,"No",126000,12,9.6012,5.5188,"Yes","Married",5,4,1,2,30,"Yes","Yes","Disc",34,6182.2
"902","2468-HIDHNP-Z0B",2,1,"Female",22,10,"Professional","Yes",1,"No",22000,8,0.80784,0.95216,"Yes","Unmarried",3,10,1,0,21,"No","No","Disc",5,2832.2
"903","3797-BNLZEA-9WF",2,4,"Male",45,20,"Sales","No",0,"No",56000,2,0.52416,0.59584,"No","Unmarried",1,0,0,2,33,"No","No","Disc",14,2436
"904","7397-UGDYFH-3S0",4,2,"Female",59,18,"Sales","No",3,"No",118000,9.6,4.429248,6.898752,"No","Unmarried",3,0,0,0,23,"Yes","No","AMEX",15,3670.9
"905","9301-ANHJWV-DS3",5,5,"Male",29,10,"Professional","No",4,"No",33000,14.8,3.238092,1.645908,"Yes","Unmarried",1,0,0,3,18,"Yes","No","Visa",11,1479.1
"906","9717-FVMBYC-YGZ",4,3,"Female",68,7,"Professional","No",17,"No",57000,4.9,1.231713,1.561287,"No","Unmarried",1,7,0,0,22,"No","No","AMEX",9,5583.1
"907","4512-EHRBZV-XTG",3,3,"Female",36,20,"Sales","No",0,"No",65000,1.7,0.51493,0.59007,"No","Unmarried",1,3,0,1,23,"No","Yes","AMEX",15,6404.3
"908","5038-OHOZBS-PJD",1,1,"Female",34,14,"Professional","No",6,"No",64000,5.5,1.17568,2.34432,"No","Unmarried",1,5,1,2,20,"Yes","No","Mast",16,3084.8
"909","3292-NHKPUC-JVO",5,4,"Male",79,10,"Labor","No",35,"Yes",11000,9.6,0.118272,0.937728,"No","Married",2,2,0,2,24,"No","No","Mast",38,528.3
"910","5175-ALHRGN-KAA",1,1,"Female",49,13,"Labor","No",18,"No",38000,5.6,1.03208,1.09592,"No","Married",2,6,0,2,22,"No","No","Mast",31,1511.3
"911","5067-CTUQVG-TFM",4,3,"Male",18,13,"Crafts","No",0,"No",13000,2.7,0.067041,0.283959,"Yes","Unmarried",2,6,0,2,26,"Yes","No","Visa",0,1963.6
"912","4685-EXMRPC-AHT",2,5,"",20,15,"Labor","No",0,"No",24000,17.1,0.311904,3.792096,"Yes","Married",5,2,1,2,28,"Yes","No","Mast",2,2079.6
"913","0652-RYSBNB-4NU",1,2,"Female",63,10,"Sales","No",11,"No",34000,2.9,0.13311,0.85289,"No","Married",2,6,0,1,27,"No","Yes","Visa",22,2870.3
"914","1098-DOZXBN-JSH",3,3,"Male",67,14,"Sales","Yes",16,"No",114000,5.9,4.30464,2.42136,"No","Married",2,3,1,2,28,"Yes","Yes","AMEX",15,11651.7
"915","0198-WSNPJB-YZP",4,4,"Female",73,10,"Labor","No",28,"Yes",9000,8.4,0.046116,0.709884,"No","Married",2,0,1,3,28,"No","No","Othe",35,1438.9
"916","3438-TIXFPQ-4I6",3,4,"Female",64,11,"Service","No",27,"No",116000,7.3,1.73594,6.73206,"No","Married",2,0,0,2,30,"No","No","Disc",33,2033.1
"917","0305-HLODEN-3UF",5,5,"Male",38,18,"Professional","No",7,"No",105000,12.1,5.74266,6.96234,"No","Unmarried",1,7,0,2,26,"No","Yes","Disc",13,6933
"918","8346-VQWOHD-RDX",2,3,"Female",26,18,"Labor","No",1,"No",18000,13.7,0.707742,1.758258,"No","Unmarried",1,6,1,3,29,"No","No","AMEX",8,1910.4
